Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
97,"N Martinel, A Das, C Micheloni…","Temporal model adaptation for person re-identification",2016,"European Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-46493-0_52","https://scholar.google.com/scholar?cites=6959591973737398752&as_sdt=2005&sciodt=0,5&hl=en",11,"2020-02-27 18:47:29","","","","",,,,,97,24.25,24,4,4,"Person re-identification is an open and challenging problem in computer vision. Majority of the efforts have been spent either to design the best feature representation or to learn the optimal matching metric. Most approaches have neglected the problem of adapting the …"
90,"T Xiao, S Li, B Wang, L Lin…","End-to-end deep learning for person search",2016,"arXiv preprint arXiv …","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/2161/f6b7ee3c0acc81603b01dc0df689683577b9.pdf","https://scholar.google.com/scholar?cites=10826007264897014475&as_sdt=2005&sciodt=0,5&hl=en",12,"2020-02-27 18:47:29","PDF","","","",,,,,90,22.50,18,5,4,"Existing person re-identification (re-id) benchmarks and algorithms mainly focus on matching cropped pedestrian images between queries and candidates. However, it is different from real-world scenarios where the annotations of pedestrian bounding boxes are …"
86,"M Gou, Z Wu, A Rates-Borras, O Camps…","A systematic evaluation and benchmark for person re-identification: Features, metrics, and datasets",2018,"IEEE transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8294254/","https://scholar.google.com/scholar?cites=4977443609977273845&as_sdt=2005&sciodt=0,5&hl=en",13,"2020-02-27 18:47:29","","","","",,,,,86,43.00,17,5,2,"Person re-identification (re-id) is a critical problem in video analytics applications such as security and surveillance. The public release of several datasets and code for vision algorithms has facilitated rapid progress in this area over the last few years. However …"
83,"X Zhu, XY Jing, X You, X Zhang…","Video-based person re-identification by simultaneously learning intra-video and inter-video distance metrics",2018,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8424182/","https://scholar.google.com/scholar?cites=8873405977875196698&as_sdt=2005&sciodt=0,5&hl=en",14,"2020-02-27 18:47:29","","","","",,,,,83,41.50,17,5,2,"Video-based person re-identification (re-id) is an important application in practice. Since large variations exist between different pedestrian videos, as well as within each video, it is challenging to conduct re-id between the pedestrian videos. In this paper, we propose a …"
81,"A Haque, A Alahi, L Fei-Fei","Recurrent attention models for depth-based person identification",2016,"Proceedings of the IEEE Conference …","cv-foundation.org","https://www.cv-foundation.org/openaccess/content_cvpr_2016/html/Haque_Recurrent_Attention_Models_CVPR_2016_paper.html","https://scholar.google.com/scholar?cites=2188162667859239094&as_sdt=2005&sciodt=0,5&hl=en",15,"2020-02-27 18:47:29","","","","",,,,,81,20.25,27,3,4,"We present an attention-based model that reasons on human body shape and motion dynamics to identify individuals in the absence of RGB information, hence in the dark. Our approach leverages unique 4D spatio-temporal signatures to address the identification …"
66,"A Wu, WS Zheng, HX Yu, S Gong…","RGB-infrared cross-modality person re-identification",2017,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_iccv_2017/html/Wu_RGB-Infrared_Cross-Modality_Person_ICCV_2017_paper.html","https://scholar.google.com/scholar?cites=2195900284026321091&as_sdt=2005&sciodt=0,5&hl=en",16,"2020-02-27 18:47:29","","","","",,,,,66,22.00,13,5,3,"Person re-identification (Re-ID) is an important problem in video surveillance, aiming to match pedestrian images across camera views. Currently, most works focus on RGB-based Re-ID. However, in some applications, RGB images are not suitable, eg in a dark …"
65,"S Bak, P Carr","One-shot metric learning for person re-identification",2017,"Proceedings of the IEEE Conference on …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2017/html/Bak_One-Shot_Metric_Learning_CVPR_2017_paper.html","https://scholar.google.com/scholar?cites=5672681909017764318&as_sdt=2005&sciodt=0,5&hl=en",17,"2020-02-27 18:47:29","","","","",,,,,65,21.67,33,2,3,"Re-identification of people in surveillance footage must cope with drastic variations in color, background, viewing angle and a person's pose. Supervised techniques are often the most effective, but require extensive annotation which is infeasible for large camera networks …"
50,"L He, J Liang, H Li, Z Sun","Deep spatial feature reconstruction for partial person re-identification: Alignment-free approach",2018,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2018/html/He_Deep_Spatial_Feature_CVPR_2018_paper.html","https://scholar.google.com/scholar?cites=16383414441740542927&as_sdt=2005&sciodt=0,5&hl=en",18,"2020-02-27 18:47:29","","","","",,,,,50,25.00,13,4,2,"Partial person re-identification (re-id) is a challenging problem, where only a partial observation of a person image is available for matching. However, few studies have offered a solution of how to identify an arbitrary patch of a person image. In this paper, we propose a …"
48,"A Wu, WS Zheng, JH Lai","Robust depth-based person re-identification",2017,"IEEE Transactions on Image …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7864367/","https://scholar.google.com/scholar?cites=12936805217659075280&as_sdt=2005&sciodt=0,5&hl=en",19,"2020-02-27 18:47:29","","","","",,,,,48,16.00,16,3,3,"Person re-identification (re-id) aims to match people across non-overlapping camera views. So far the RGB-based appearance is widely used in most existing works. However, when people appeared in extreme illumination or changed clothes, the RGB appearance-based re …"
47,"Y Shen, T Xiao, H Li, S Yi…","End-to-end deep kronecker-product matching for person re-identification",2018,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2018/html/Shen_End-to-End_Deep_Kronecker-Product_CVPR_2018_paper.html","https://scholar.google.com/scholar?cites=4096787433309580582&as_sdt=2005&sciodt=0,5&hl=en",20,"2020-02-27 18:47:29","","","","",,,,,47,23.50,9,5,2,"Person re-identification aims to robustly measure similarities between person images. The significant variation of person poses and viewing angles challenges for accurate person re-identification. The spatial layout and correspondences between query person images are …"
42,"S Karanam, M Gou, Z Wu…","A comprehensive evaluation and benchmark for person re-identification: Features, metrics, and datasets",2016,"arXiv preprint arXiv …","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/0dec/a8c53adcc13d8da72050d9a4b638da52264b.pdf","https://scholar.google.com/scholar?cites=8140805245813585811&as_sdt=2005&sciodt=0,5&hl=en",21,"2020-02-27 18:47:29","PDF","","","",,,,,42,10.50,11,4,4,"Person re-identification (re-id) is a critical problem in video analytics applications such as security and surveillance. The public release of several datasets and code for vision algorithms has facilitated rapid progress in this area over the last few years. However …"
37,"L An, X Chen, S Yang, B Bhanu","Sparse representation matching for person re-identification",2016,"Information Sciences","Elsevier","https://www.sciencedirect.com/science/article/pii/S0020025516301372","https://scholar.google.com/scholar?cites=16505506829982604092&as_sdt=2005&sciodt=0,5&hl=en",22,"2020-02-27 18:47:29","","","","",,,,,37,9.25,9,4,4,"The need for recognizing people across distributed surveillance cameras leads to the growth of recent research interest in person re-identification. Person re-identification aims at matching people in non-overlapping cameras at different time and locations. It is a difficult …"
33,"X Zhu, B Wu, D Huang…","Fast open-world person re-identification",2017,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8011476/","https://scholar.google.com/scholar?cites=8579775809394810377&as_sdt=2005&sciodt=0,5&hl=en",23,"2020-02-27 18:47:29","","","","",,,,,33,11.00,8,4,3,"Existing person re-identification (re-id) methods typically assume that: 1) any probe person is guaranteed to appear in the gallery target population during deployment (ie, closed-world) and 2) the probe set contains only a limited number of people (ie, small search scale). Both …"
27,"X Zhu, XY Jing, X You, W Zuo, S Shan…","Image to video person re-identification by learning heterogeneous dictionary pair with feature projection matrix",2017,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8078250/","https://scholar.google.com/scholar?cites=16116491498955373907&as_sdt=2005&sciodt=0,5&hl=en",24,"2020-02-27 18:47:29","","","","",,,,,27,9.00,5,6,3,"Person re-identification plays an important role in video surveillance and forensics applications. In many cases, person re-identification needs to be conducted between image and video clip, eg, re-identifying a suspect from large quantities of pedestrian videos given a …"
21,"X Lan, H Wang, S Gong, X Zhu","Deep reinforcement learning attention selection for person re-identification",2017,"arXiv preprint arXiv:1707.02785","arxiv.org","https://arxiv.org/abs/1707.02785","https://scholar.google.com/scholar?cites=10646432323518631713&as_sdt=2005&sciodt=0,5&hl=en",26,"2020-02-27 18:47:29","","","","",,,,,21,7.00,5,4,3,"Existing person re-identification (re-id) methods assume the provision of accurately cropped person bounding boxes with minimum background noise, mostly by manually cropping. This is significantly breached in practice when person bounding boxes must be detected …"
20,"A Kanacı, X Zhu, S Gong","Vehicle reidentification by fine-grained cross-level deep learning",2017,"BMVC AMMDS Workshop","xiatian-zhu.github.io","https://xiatian-zhu.github.io/papers/Kanac%C4%B1EtAl_BMVC2017WS.pdf","https://scholar.google.com/scholar?cites=13158627653438676848&as_sdt=2005&sciodt=0,5&hl=en",25,"2020-02-27 18:47:29","PDF","","","",,,,,20,6.67,7,3,3,"Vehicle re-identification in unconstrained images is a challenging computer vision task due to the subtle visual appearance discrepancy between different vehicle identities and large visual appearance changes of the same vehicle instance in different camera views with …"
19,"Z Dai, M Chen, S Zhu, P Tan","Batch feature erasing for person re-identification and beyond",2018,"arXiv preprint arXiv …","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/5137/ca9f0a7cf4c61f2254d4a252a0c56e5dcfcc.pdf","https://scholar.google.com/scholar?cites=990920863294400793&as_sdt=2005&sciodt=0,5&hl=en",28,"2020-02-27 18:47:29","PDF","","","",,,,,19,9.50,5,4,2,"This paper presents a new training mechanism called Batch Feature Erasing (BFE) for person re-identification. We apply this strategy to train a novel network with two branches and employing the ResNet-50 as the backbone. The two branches consist of a conventional …"
18,"S Karanam, Y Li, RJ Radke","Person re-identification with block sparse recovery",2017,"Image and Vision Computing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0262885616302050","https://scholar.google.com/scholar?cites=2780576485538520844&as_sdt=2005&sciodt=0,5&hl=en",27,"2020-02-27 18:47:29","","","","",,,,,18,6.00,6,3,3,"We consider the problem of automatically re-identifying a person of interest seen in a “probe” camera view among several candidate people in a “gallery” camera view. This problem, called person re-identification, is of fundamental importance in several video …"
17,"D Wu, SJ Zheng, XP Zhang, CA Yuan, F Cheng…","Deep learning-based methods for person re-identification: A comprehensive review",2019,"Neurocomputing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925231219301225","https://scholar.google.com/scholar?cites=15410665101631609201&as_sdt=2005&sciodt=0,5&hl=en",30,"2020-02-27 18:47:29","","","","",,,,,17,17.00,3,6,1,"In recent years, person re-identification (ReID) has received much attention since it is a fundamental task in intelligent surveillance systems and has widespread application prospects in numerous fields. Given an image of a pedestrian captured from one camera …"
15,"G Lisanti, N Martinel, A Del Bimbo…","Group re-identification via unsupervised transfer of sparse features encoding",2017,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_iccv_2017/html/Lisanti_Group_Re-Identification_via_ICCV_2017_paper.html","https://scholar.google.com/scholar?cites=3228959863526330354&as_sdt=2005&sciodt=0,5&hl=en",29,"2020-02-27 18:47:29","","","","",,,,,15,5.00,4,4,3,"Person re-identification is best known as the problem of associating a single person that is observed from one or more disjoint cameras. The existing literature has mainly addressed such an issue, neglecting the fact that people usually move in groups, like in crowded …"
15,"A Barman, SK Shah","Shape: A novel graph theoretic algorithm for making consensus-based decisions in person re-identification systems",2017,"Proceedings of the IEEE International …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_iccv_2017/html/Barman_SHaPE_A_Novel_ICCV_2017_paper.html","https://scholar.google.com/scholar?cites=8745279345049219514&as_sdt=2005&sciodt=0,5&hl=en",31,"2020-02-27 18:47:29","","","","",,,,,15,5.00,8,2,3,"Person re-identification is a challenge in video-based surveillance where the goal is to identify the same person in different camera views. In recent years, many algorithms have been proposed that approach this problem by designing suitable feature representations for …"
15,"Y Sun, Q Xu, Y Li, C Zhang, Y Li…","Perceive where to focus: Learning visibility-aware part-level features for partial person re-identification",2019,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPR_2019/html/Sun_Perceive_Where_to_Focus_Learning_Visibility-Aware_Part-Level_Features_for_Partial_CVPR_2019_paper.html","https://scholar.google.com/scholar?cites=4047481609137728387&as_sdt=2005&sciodt=0,5&hl=en",32,"2020-02-27 18:47:29","","","","",,,,,15,15.00,3,6,1,"This paper considers a realistic problem in person re-identification (re-ID) task, ie, partial re-ID. Under partial re-ID scenario, the images may contain a partial observation of a pedestrian. If we directly compare a partial pedestrian image with a holistic one, the extreme …"
12,"J Zhuo, Z Chen, J Lai, G Wang","Occluded person re-identification",2018,"2018 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8486568/","https://scholar.google.com/scholar?cites=3196525462367726426&as_sdt=2005&sciodt=0,5&hl=en",33,"2020-02-27 18:47:29","","","","",,,,,12,6.00,3,4,2,"Person re-identification (re-id) suffers from a serious occlusion problem when applied to crowded public places. In this paper, we propose to retrieve a full-body person image by using a person image with occlusions. This differs significantly from the conventional person …"
12,"X Zhu, XY Jing, F Wu, Y Wang, W Zuo…","Learning heterogeneous dictionary pair with feature projection matrix for pedestrian video retrieval via single query image",2017,"Thirty-First AAAI …","aaai.org","https://www.aaai.org/ocs/index.php/AAAI/AAAI17/paper/viewPaper/14519","https://scholar.google.com/scholar?cites=6077694790400729213&as_sdt=2005&sciodt=0,5&hl=en",34,"2020-02-27 18:47:29","","","","",,,,,12,4.00,2,6,3,"Person re-identification (re-id) plays an important role in video surveillance and forensics applications. In many cases, person re-id needs to be conducted between image and video clip, eg, re-identifying a suspect from large quantities of pedestrian videos given a single …"
10,"L He, H Li, Q Zhang, Z Sun","Dynamic feature learning for partial face recognition",2018,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2018/html/He_Dynamic_Feature_Learning_CVPR_2018_paper.html","https://scholar.google.com/scholar?cites=4007357132773594619&as_sdt=2005&sciodt=0,5&hl=en",35,"2020-02-27 18:47:29","","","","",,,,,10,5.00,3,4,2,"Partial face recognition (PFR) in unconstrained environment is a very important task, especially in video surveillance, mobile devices, etc. However, a few studies have tackled how to recognize an arbitrary patch of a face image. This study combines Fully …"
9,"H Wang, Y Fan, Z Wang, L Jiao, B Schiele","Parameter-free spatial attention network for person re-identification",2018,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1811.12150","https://scholar.google.com/scholar?cites=3673496049770431260&as_sdt=2005&sciodt=0,5&hl=en",36,"2020-02-27 18:47:29","","","","",,,,,9,4.50,2,5,2,"Global average pooling (GAP) allows to localize discriminative information for recognition [40]. While GAP helps the convolution neural network to attend to the most discriminative features of an object, it may suffer if that information is missing eg due to camera viewpoint …"
9,"X Fan, H Luo, X Zhang, L He, C Zhang…","Scpnet: Spatial-channel parallelism network for joint holistic and partial person re-identification",2018,"Asian Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-20890-5_2","https://scholar.google.com/scholar?cites=10401177910455298050&as_sdt=2005&sciodt=0,5&hl=en",41,"2020-02-27 18:47:29","","","","",,,,,9,4.50,2,6,2,"Holistic person re-identification (ReID) has received extensive study in the past few years and achieves impressive progress. However, persons are often occluded by obstacles or other persons in practical scenarios, which makes partial person re-identification non-trivial …"
8,"L An, X Chen, S Yang","Multi-graph feature level fusion for person re-identification",2017,"Neurocomputing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925231217302552","https://scholar.google.com/scholar?cites=7945186620583797831&as_sdt=2005&sciodt=0,5&hl=en",37,"2020-02-27 18:47:29","","","","",,,,,8,2.67,3,3,3,"Person re-identification refers to the task of matching people in non-overlapping cameras. As the concerns for public safety keep rising, the ability to accurately identify a subject in surveillance cameras is a highly demanded technique. In practice, person re-identification is …"
8,"Z Dai, M Chen, X Gu, S Zhu…","Batch DropBlock network for person re-identification and beyond",2019,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_ICCV_2019/html/Dai_Batch_DropBlock_Network_for_Person_Re-Identification_and_Beyond_ICCV_2019_paper.html","https://scholar.google.com/scholar?cites=7827710816393582978&as_sdt=2005&sciodt=0,5&hl=en",50,"2020-02-27 18:47:29","","","","",,,,,8,8.00,2,5,1,"Since the person re-identification task often suffers from the problem of pose changes and occlusions, some attentive local features are often suppressed when training CNNs. In this paper, we propose the Batch DropBlock (BDB) Network which is a two branch network …"
7,"S Di, H Zhang, CG Li, X Mei…","Cross-domain traffic scene understanding: A dense correspondence-based transfer learning approach",2017,"IEEE transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7934021/","https://scholar.google.com/scholar?cites=9153251765313790171&as_sdt=2005&sciodt=0,5&hl=en",38,"2020-02-27 18:47:29","","","","",,,,,7,2.33,1,5,3,"Understanding traffic scene images taken from vehicle mounted cameras is important for high-level tasks, such as advanced driver assistance systems and autonomous driving. It is a challenging problem due to large variations under different weather or illumination …"
7,"L An, X Chen, S Liu, Y Lei, S Yang","Integrating appearance features and soft biometrics for person re-identification",2017,"Multimedia Tools and Applications","Springer","https://link.springer.com/article/10.1007/s11042-016-4070-2","https://scholar.google.com/scholar?cites=6278684922199995361&as_sdt=2005&sciodt=0,5&hl=en",39,"2020-02-27 18:47:29","","","","",,,,,7,2.33,1,5,3,"Matching people in different camera views, commonly referred to as person re-identification, is an inherently challenging task due to the appearance disparity caused by view change. Other factors such as low image resolution and occlusion further compound this problem. As …"
7,"J Si, H Zhang, CG Li, J Guo","Spatial pyramid-based statistical features for person re-identification: A comprehensive evaluation",2017,"IEEE Transactions on Systems …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7811218/","https://scholar.google.com/scholar?cites=8354746991373158647&as_sdt=2005&sciodt=0,5&hl=en",40,"2020-02-27 18:47:29","","","","",,,,,7,2.33,2,4,3,"Person re-identification (Re-Id) across nonoverlapping camera views is one of challenging problems in surveillance video analysis. The difficulties in person Re-Id mainly come from the large appearance variations caused by camera view angle, human pose, illumination …"
7,"L He, H Li, Q Zhang, Z Sun","Dynamic feature matching for partial face recognition",2018,"IEEE Transactions on Image …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8467369/","https://scholar.google.com/scholar?cites=8221127123197170114&as_sdt=2005&sciodt=0,5&hl=en",46,"2020-02-27 18:47:29","","","","",,,,,7,3.50,2,4,2,"Partial face recognition (PFR) in an unconstrained environment is a very important task, especially in situations where partial face images are likely to be captured due to occlusions, out-of-view, and large viewing angle, eg, video surveillance and mobile devices. However …"
7,"A Wu, WS Zheng, X Guo, JH Lai","Distilled person re-identification: Towards a more scalable system",2019,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPR_2019/html/Wu_Distilled_Person_Re-Identification_Towards_a_More_Scalable_System_CVPR_2019_paper.html","https://scholar.google.com/scholar?cites=4580639918930348414&as_sdt=2005&sciodt=0,5&hl=en",47,"2020-02-27 18:47:29","","","","",,,,,7,7.00,2,4,1,"Person re-identification (Re-ID), for matching pedestrians across non-overlapping camera views, has made great progress in supervised learning with abundant labelled data. However, the scalability problem is the bottleneck for applications in large-scale systems …"
6,"L He, Z Sun, Y Zhu, Y Wang","Recognizing partial biometric patterns",2018,"arXiv preprint arXiv:1810.07399","arxiv.org","https://arxiv.org/abs/1810.07399","https://scholar.google.com/scholar?cites=2855396202289103746&as_sdt=2005&sciodt=0,5&hl=en",42,"2020-02-27 18:47:29","","","","",,,,,6,3.00,2,4,2,"Biometric recognition on partial captured targets is challenging, where only several partial observations of objects are available for matching. In this area, deep learning based methods are widely applied to match these partial captured objects caused by occlusions …"
6,"S Chan-Lang, QC Pham…","Bidirectional sparse representations for multi-shot person re-identification",2016,"2016 13th IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7738064/","https://scholar.google.com/scholar?cites=15626849213852299552&as_sdt=2005&sciodt=0,5&hl=en",43,"2020-02-27 18:47:29","","","","",,,,,6,1.50,2,3,4,"With the development of surveillance cameras, person re-identification has gained much interest, however re-identifying people across cameras remains a challenging problem which not only requires a good feature description but also a reliable matching scheme. Our …"
6,"H Luo, W Jiang, X Zhang, X Fan, J Qian, C Zhang","AlignedReID++: Dynamically matching local information for person re-identification",2019,"Pattern Recognition","Elsevier","https://www.sciencedirect.com/science/article/pii/S0031320319302031","https://scholar.google.com/scholar?cites=554441958915316223&as_sdt=2005&sciodt=0,5&hl=en",44,"2020-02-27 18:47:29","","","","",,,,,6,6.00,1,6,1,"Person re-identification (ReID) is a challenging problem, where global features of person images are not enough to solve unaligned image pairs. Many previous works used human pose information to acquire aligned local features to boost the performance. However, those …"
5,"Z Zeng, Z Wang, Z Wang, Y Zheng…","Illumination-adaptive person re-identification",2020,"IEEE Transactions …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8970561/","https://scholar.google.com/scholar?cites=3713696800544324484&as_sdt=2005&sciodt=0,5&hl=en",45,"2020-02-27 18:47:29","","","","",,,,,5,5.00,1,5,1,"Most person re-identification (ReID) approaches assume that person images are captured under relatively similar illumination conditions. In reality, long-term person retrieval is common, and person images are often captured under different illumination conditions at …"
4,"WH Li, Z Zhong, WS Zheng","One-pass person re-identification by sketch online discriminant analysis",2019,"Pattern Recognition","Elsevier","https://www.sciencedirect.com/science/article/pii/S0031320319301220","https://scholar.google.com/scholar?cites=6225572915492485581&as_sdt=2005&sciodt=0,5&hl=en",48,"2020-02-27 18:47:29","","","","",,,,,4,4.00,1,3,1,"Person re-identification (re-id) is to match people across disjoint camera views in a multi-camera system, and re-id has been an important technology applied in smart city in recent years. However, the majority of existing person re-id methods assumes all data samples are …"
